N,P,K,temperature,humidity,ph,rainfall,label
50.09,28.62,96.3,27.98,94.54,6.35,206.63,Arecanut
43.65,35.88,24.76,33.41,59.83,7.26,31.43,Sesame
74.83,60.83,79.58,20.45,60.65,6.65,60.8,Onion
35.56,44.17,21.96,22.61,39.06,6.62,42.56,Safflower
21.53,26.28,20.14,30.82,59.63,6.15,43.28,Millet
48.87,35.97,39.31,28.77,50.36,7.8,37.97,Safflower
31.7,38.5,91.49,28.66,89.2,5.73,182.44,Coconut
49.85,27.73,20.82,25.2,40.3,7.22,37.34,Safflower
21.96,27.08,111.56,27.47,79.7,5.78,194.49,Coconut
39.5,78.75,39.98,26.51,60.56,7.08,119.7,Cotton
94.74,82.7,80.79,27.82,89.14,7.26,1489.83,Sugarcane
65.34,36.24,40.33,28.91,69.83,6.37,81.03,Sunflower
29.44,19.15,26.84,30.86,44.34,7.01,28.53,Millet
116.53,87.56,62.54,25.33,67.97,6.51,57.95,Tomato
93.09,84.75,74.48,21.17,66.82,6.32,118.97,Tomato
84.67,59.11,75.17,27.51,61.06,6.79,82.3,Onion
32.84,42.84,115.35,28.72,92.52,6.39,196.19,Coconut
54.21,40.66,104.46,25.11,76.17,6.43,218.35,Arecanut
44.1,22.32,33.01,26.56,45.84,6.61,53.68,Ragi
60.32,42.93,62.78,19.03,70.71,6.47,83.02,Onion
76.44,49.72,66.2,19.16,68.86,6.34,68.28,Onion
46.7,26.49,35.7,21.11,58.41,6.15,33.17,Safflower
48.61,55.22,41.34,24.92,79.6,7.25,111.0,Cotton
112.86,71.97,63.97,22.68,82.55,7.05,1291.26,Sugarcane
114.26,43.21,39.86,25.25,66.99,7.08,82.89,Chilli
38.95,22.22,27.06,34.17,47.89,5.56,43.52,Sesame
67.27,40.37,100.21,29.51,89.3,6.1,186.84,Arecanut
25.69,55.15,19.98,21.37,49.31,7.54,64.75,Bengalgram
50.53,78.77,42.06,24.57,87.48,7.42,103.15,Cotton
35.17,31.76,34.17,25.97,48.92,6.18,52.57,Sesame
40.38,24.75,27.38,25.67,36.56,6.45,45.96,Millet
77.94,45.55,39.18,21.75,93.47,6.39,279.2,Rice
96.16,70.75,98.86,31.55,78.85,6.41,177.47,Banana
52.52,52.18,48.2,22.85,83.61,6.45,85.19,Cotton
36.86,34.34,40.66,28.21,57.33,6.94,79.18,Ragi
119.15,63.09,84.59,24.77,91.13,5.83,156.76,Banana
18.14,56.22,32.48,31.09,46.87,6.98,39.64,Toor Dal
54.12,42.17,70.96,29.3,86.71,6.75,176.5,Turmeric
98.28,87.97,89.5,27.32,63.01,6.64,116.67,Tomato
33.27,46.09,30.5,28.34,55.0,5.79,76.95,Groundnut
36.37,30.38,22.44,28.81,62.37,7.35,35.27,Sesame
76.2,25.73,36.27,27.13,69.93,5.54,95.08,Maize
53.38,34.87,42.34,26.27,60.31,6.5,57.01,Jowar
40.21,18.35,22.31,25.88,32.67,7.11,57.8,Millet
20.72,48.39,23.85,27.88,54.58,6.97,54.36,Toor Dal
100.85,87.8,80.2,24.91,84.67,7.43,1489.79,Sugarcane
102.78,53.55,52.89,18.75,52.61,6.83,52.24,Wheat
85.51,54.15,42.82,24.39,80.49,5.65,192.86,Rice
64.06,21.06,28.64,29.58,67.16,5.95,49.63,Maize
77.67,49.21,28.99,24.63,49.52,7.49,64.31,Sunflower
118.76,61.79,88.84,20.54,68.08,6.48,70.25,Tomato
65.54,50.04,60.67,27.86,70.83,6.34,87.59,Onion
30.92,74.99,32.36,24.97,43.47,7.62,56.68,Bengalgram
49.71,23.41,30.44,25.75,37.09,7.56,51.31,Jowar
77.7,25.42,102.47,28.85,72.46,6.25,238.23,Arecanut
100.82,61.95,72.77,24.42,86.37,6.68,196.31,Banana
89.21,46.22,66.15,18.48,66.46,6.99,63.16,Onion
23.01,69.76,19.73,29.4,79.45,5.6,118.51,Soybean
30.23,26.35,25.87,29.42,51.96,7.32,40.73,Sesame
33.63,37.33,35.99,27.32,51.37,5.6,57.09,Groundnut
21.06,72.65,26.36,23.08,72.89,6.23,66.56,Soybean
23.37,48.39,32.74,28.32,67.04,6.95,33.16,Toor Dal
28.57,68.32,22.97,26.97,75.0,6.92,108.53,Soybean
39.67,27.34,36.53,26.45,58.95,6.7,21.2,Safflower
37.82,30.0,23.86,21.73,50.61,7.77,31.24,Safflower
33.06,52.86,26.54,31.3,65.01,7.36,54.81,Toor Dal
80.29,81.05,77.45,22.94,82.46,6.16,64.89,Tomato
65.07,36.9,33.56,29.53,66.44,7.22,55.26,Sunflower
26.84,43.98,21.53,26.87,41.26,6.63,56.33,Safflower
39.24,22.57,41.57,28.38,50.23,7.13,46.84,Jowar
53.05,53.9,32.15,26.93,43.55,7.38,85.99,Sunflower
85.84,47.87,51.5,29.54,57.79,6.25,78.9,Chilli
31.47,55.32,26.81,24.98,67.12,6.01,114.65,Soybean
28.03,36.28,31.0,27.83,45.96,7.25,68.03,Sesame
51.33,25.46,44.88,32.76,38.29,7.62,51.46,Jowar
73.02,21.66,32.68,23.83,63.47,6.41,69.12,Maize
42.93,19.91,34.97,29.85,32.05,6.82,33.48,Millet
30.8,59.77,23.12,23.71,49.22,6.53,36.64,Bengalgram
27.1,30.79,23.01,25.02,45.24,6.11,30.9,Safflower
74.24,41.74,106.27,28.98,86.04,6.14,224.6,Arecanut
20.58,73.25,30.52,23.97,63.18,6.37,113.51,Soybean
75.88,24.25,41.1,29.88,66.54,6.06,66.73,Maize
101.36,101.57,71.63,22.42,86.37,5.52,1472.05,Sugarcane
99.67,83.75,87.65,27.24,91.24,5.93,168.85,Banana
95.36,66.83,71.26,26.42,93.84,5.79,165.54,Banana
20.98,38.75,31.01,31.3,65.14,7.6,54.0,Toor Dal
45.53,31.86,30.35,28.97,43.06,6.81,50.43,Jowar
36.42,29.44,117.94,28.49,93.27,6.27,137.81,Coconut
32.57,37.32,31.85,26.28,55.02,7.92,40.87,Toor Dal
66.89,41.11,28.26,24.65,44.64,6.08,74.6,Sunflower
30.87,46.4,33.41,29.32,64.53,5.66,59.89,Groundnut
88.74,38.87,39.45,26.78,86.58,6.58,262.2,Rice
31.45,60.89,21.58,27.12,62.48,7.45,65.18,Bengalgram
98.57,49.65,42.48,23.56,67.89,6.74,68.78,Wheat
21.31,29.7,33.0,30.93,59.09,6.94,39.14,Millet
82.64,55.94,95.59,26.02,74.66,6.25,172.67,Banana
25.4,42.42,30.04,28.68,50.98,7.3,38.24,Safflower
93.22,48.7,48.46,25.21,84.49,6.02,187.09,Rice
33.95,25.99,37.96,22.97,46.06,6.49,51.2,Safflower
56.28,29.47,60.71,22.14,78.12,6.45,167.66,Turmeric
89.35,59.36,42.18,18.66,71.07,6.77,95.06,Wheat
70.81,22.91,85.15,28.68,70.45,5.06,169.29,Arecanut
28.68,38.47,110.23,25.31,78.32,6.11,162.7,Coconut
70.87,26.36,26.55,24.78,63.33,6.84,100.04,Maize
